,User,Tweets,Subjectivity,Polarity,Analysis
919,Kouaii_,": UK paper the Sunday Express 5 June issue has this great article.
VictoryForJohnnyDepp 
JusticeServedforJohnnyDepp 
MenToo…",0.75,0.8,Positive
920,brighteyes52261,  These woman are misandrist spreading hate to all men! Even men who are their victims! These women to not speak on behalf of real victims. I'm a woman and MenToo are being abused!,0.6000000000000001,-0.375,Negative
921,kind_luna,: AmberHeardIsNotAlone as we can see in this strikingly similar story. This man loved his partner and ignored all the emot…,0.6000000000000001,0.35,Positive
922,cyberseadus,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
923,MAV_Preston,": ok all you  fans, join us in voting for the BenMitchellRape storyline Ballum EastEnders.  and…",0.5,0.5,Positive
924,HemanthSuriya_,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
925,ManKindInit,": ok all you  fans, join us in voting for the BenMitchellRape storyline Ballum EastEnders.  and…",0.5,0.5,Positive
926,katraven06,": AmberHeardIsNotAlone and the sun agrees, this man refused to talk about the abuse he received during his relationship. T…",0.0,0.0,Neutral
927,kaushik_jatin,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
928,JenellaGSbusted,": ok all you  fans, join us in voting for the BenMitchellRape storyline Ballum EastEnders.  and…",0.5,0.5,Positive
929,mgjha91,": mybodymychoice is only for women!
    _NHRC 
misandry at its worst…",1.0,0.0,Neutral
930,RyanGSoapKing11,": ok all you  fans, join us in voting for the BenMitchellRape storyline Ballum EastEnders.  and…",0.5,0.5,Positive
931,simbanrat,": ok all you  fans, join us in voting for the BenMitchellRape storyline Ballum EastEnders.  and…",0.5,0.5,Positive
932,This_isTrish,"IStandwithAmberHeard

Twats;

Not only do you morons support an abuser but, a racist too! I can only assume you white folk abuse your partners too and are racist! 🖕🖕🖕JohnnyDeppisaSurvivor JohnnyDeppkeepsWinning MenToo ",0.75,-0.25,Negative
933,InigoBones, What happened to innocent until proven guilty? JohnnyDeppKeepsWinning JohnnyDeppWonAgain JusticeForJohnnyDepp JOHNNYDEPPWINS MenToo,0.85,0.0,Neutral
934,callumhighwaybf,": ok all you  fans, join us in voting for the BenMitchellRape storyline Ballum EastEnders.  and…",0.5,0.5,Positive
935,This_isTrish,"IStandwithAmberHeard 

Twats;

JohnnyDeppGotJustice JohnnyDeppWon Mentoo ",0.0,0.0,Neutral
936,rando_666,"Sadly, this is very common. 

MenToo ",0.825,-0.445,Negative
937,marionste,": UK paper the Sunday Express 5 June issue has this great article.
VictoryForJohnnyDepp 
JusticeServedforJohnnyDepp 
MenToo…",0.75,0.8,Positive
938,JaneEFitzgerald,": If you agree
 &amp;  
acted unethically and had a reckless disregard in terms of reporting truthfull infor…",0.0,0.0,Neutral
939,mahendr84379373,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
940,Levelhe87127055,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
941,JuneCoyle,": ok all you  fans, join us in voting for the BenMitchellRape storyline Ballum EastEnders.  and…",0.5,0.5,Positive
942,gurugulabvp,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
943,JarryRobron,": ok all you  fans, join us in voting for the BenMitchellRape storyline Ballum EastEnders.  and…",0.5,0.5,Positive
944,SurajSi95650359,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
945,TSSuppository,"And while we're talking about body image, and since we're starting a MenToo dialogue after JohnnyDeppWon, let's talk mental health.

",0.15000000000000002,-0.05,Negative
946,SachinK53290252,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
947,saviour_era,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
948,newliberallogic,": I don't tweet, reply or like. I have an account to read tweets to make my own opinions. A follow doesn't mean I agree with y…",0.84375,0.14375,Positive
949,TeresaC22799484,istandwithjohnnydepp dv mentoo family advocate here and yes we deal with narcissist behavior all the time and we do protect rights in a court of law domestic violence awareness ,0.1,0.0,Neutral
950,BrahmaandKaBaap,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
951,Evelyn088919964,": ok all you  fans, join us in voting for the BenMitchellRape storyline Ballum EastEnders.  and…",0.5,0.5,Positive
952,XxAmyxPopxX,": ok all you  fans, join us in voting for the BenMitchellRape storyline Ballum EastEnders.  and…",0.5,0.5,Positive
953,LisaFrith5,": ok all you  fans, join us in voting for the BenMitchellRape storyline Ballum EastEnders.  and…",0.5,0.5,Positive
954,LouiseMacAllis2,": ok all you  fans, join us in voting for the BenMitchellRape storyline Ballum EastEnders.  and…",0.5,0.5,Positive
955,Krishan01Pal,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
956,JLNotHere,"I don't tweet, reply or like. I have an account to read tweets to make my own opinions. A follow doesn't mean I agree with you. It means I'm interested in your takes. AbortionIsNotHealthcare LiberalHypocrisy WalkAway VoteRedToSaveAmerica TwoGenders MenToo TouchGrass",0.7291666666666666,0.17916666666666667,Positive
957,santosshh007,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
958,yannis_z6," What abouit the opposite?   if 2 ladies call me fat or something would i allow to call the police?&gt; of course i will do and sue them, because everything has to start from somewhere! Women are more sexism and making comments on street! mentoo  ",0.25,0.3125,Positive
959,Nic14211164,": ok all you  fans, join us in voting for the BenMitchellRape storyline Ballum EastEnders.  and…",0.5,0.5,Positive
960,Ramsing69917087,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
961,lacoya4247,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
962,sandeepsn29,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
963,JackBatchelor3,": ok all you  fans, join us in voting for the BenMitchellRape storyline Ballum EastEnders.  and…",0.5,0.5,Positive
964,FionaCh01958269,: And we all finally got to hear the truth. That you're a lying abusive narcissist sociopath who thrived on abusing JD ment…,1.0,0.0,Neutral
965,thelastshow,"Here's a rundown of the Von McCray story. The Marine attempted suicide May 23rd &amp; is still in a coma. Was Von driven to the unthinkable by social media influencer wife Dre McCray?

VonMcCray DreMcCray Justice4Von JusticeForVon domesticabuse MenToo 

 ",0.2888888888888889,-0.038888888888888896,Negative
966,NatashaFiona46,: Exclusive: Amber Heard and Cara Delevigne kissing AmberHeard CaraDelevingne kissing cheater Hollywood celebrity Aqu…,0.0,0.0,Neutral
967,NatashaFiona46,: Society reacting to the trial: abusehasnogender view Deppvsheard mentoo DomesticViolence jamesfranco cheating meto…,0.0,0.0,Neutral
968,virgo_x2,: And we all finally got to hear the truth. That you're a lying abusive narcissist sociopath who thrived on abusing JD ment…,1.0,0.0,Neutral
969,Truthremains2,": When it comes to 98,000plus Men suicides each year in India. 

GenderBiasLaws FakeCases MenToo ",0.0,0.0,Neutral
970,lacoya4247,_MRA2022: There r tonnes of FamilyMen who r spending sleepless nights and suicidal due to Fakecases by their greedy wifes &amp; biase…,0.375,-0.125,Negative
971,lacoya4247,": When it comes to 98,000plus Men suicides each year in India. 

GenderBiasLaws FakeCases MenToo ",0.0,0.0,Neutral
972,Anne_Brussels,": ok all you  fans, join us in voting for the BenMitchellRape storyline Ballum EastEnders.  and…",0.5,0.5,Positive
973,PoeticXscape,": ok all you  fans, join us in voting for the BenMitchellRape storyline Ballum EastEnders.  and…",0.5,0.5,Positive
974,Jessica96975344, MenToo has always given me Straight Pride vibes. Groups  of people who have always had more rights getting annoyed because the group they want to put down is getting them.,0.4972222222222223,0.03611111111111109,Positive
975,AuntMissyG,": Catch me at San Diego Comic Con protesting Amber Heard still not being fired from Aquaman 2
_Con …",0.5,0.25,Positive
976,callumsangel,": ok all you  fans, join us in voting for the BenMitchellRape storyline Ballum EastEnders.  and…",0.5,0.5,Positive
977,WalfordCentral,": ok all you  fans, join us in voting for the BenMitchellRape storyline Ballum EastEnders.  and…",0.5,0.5,Positive
978,ekitchener97,": ok all you  fans, join us in voting for the BenMitchellRape storyline Ballum EastEnders.  and…",0.5,0.5,Positive
979,ballumsairbed,": ok all you  fans, join us in voting for the BenMitchellRape storyline Ballum EastEnders.  and…",0.5,0.5,Positive
980,ballum_comfort,": ok all you  fans, join us in voting for the BenMitchellRape storyline Ballum EastEnders.  and…",0.5,0.5,Positive
981,Franky38693140,": Day 285 of asking - Will you form MensCommission &amp; SavelnnocentMen frm FakeCases_498A_DV_125_377_376 of women?
…",0.0,0.0,Neutral
982,mrinal_kamal,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
983,dontyouknowemma,": ok all you  fans, join us in voting for the BenMitchellRape storyline Ballum EastEnders.  and…",0.5,0.5,Positive
984,Callummitchells,": ok all you  fans, join us in voting for the BenMitchellRape storyline Ballum EastEnders.  and…",0.5,0.5,Positive
985,BallumApologist,": ok all you  fans, join us in voting for the BenMitchellRape storyline Ballum EastEnders.  and…",0.5,0.5,Positive
986,bookl0ver,": ok all you  fans, join us in voting for the BenMitchellRape storyline Ballum EastEnders.  and…",0.5,0.5,Positive
987,imanishkohli,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
988,debbie_ogilvy,": ok all you  fans, join us in voting for the BenMitchellRape storyline Ballum EastEnders.  and…",0.5,0.5,Positive
989,NewWorldOrder72,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
990,SurvivorsMcr,"ok all you  fans, join us in voting for the BenMitchellRape storyline Ballum EastEnders.  and _OCalla deserve all the recognition for this powerful and life changing story BreakTheSilence MenToo MaleSurvivor  ",0.75,0.4,Positive
991,wonkamatters,"reported this tweet for hateful and abusive content. friends, please do the same because male victims of domestic violence deserve to know that we stand by them. 
MenToo JohnnyDepp AmberHeardDeservesPrison JohnnyDeppIsASurvivor JohnnyDeppWillWinAgain ",0.10833333333333334,0.0,Neutral
992,katraven06,: AmberHeardIsNotAlone This war veteran suffered abuse for 15 months at the hand of his abuser who promised to change. He…,0.0,0.0,Neutral
993,BHAGWA_BHARAT_1,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
994,LoverPoster,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
995,Mohitks519,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
996,LaChaai,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
997,Prochoice356,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
998,libleigh1,": Dr Curry diagnosed Amber Heard with Histrionic and Borderline personality disorders. 
There's interesting stats on the perc…",0.5,0.5,Positive
999,vikramsaini32,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
1000,GSBorikar,": mybodymychoice is only for women!
    _NHRC 
misandry at its worst…",1.0,0.0,Neutral
1001,UnbiasedLaws,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
1002,MaheshVastavMRA,": When it comes to 98,000plus Men suicides each year in India. 

GenderBiasLaws FakeCases MenToo ",0.0,0.0,Neutral
1003,RebellionAtWork,": When it comes to 98,000plus Men suicides each year in India. 

GenderBiasLaws FakeCases MenToo ",0.0,0.0,Neutral
1004,virtus_et_honor,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
1005,mulchandani_c,: Days541 of Asking 'Will you form MensCommission &amp; SaveInnocentMen from FakeCases_498A_DV_125_377_376_354 &amp; GenderBiasedLaws…,0.0,0.0,Neutral
1006,mulchandani_c,: Days540 of Asking 'Will you form MensCommission &amp; SaveInnocentMen from FakeCases_498A_DV_125_377_376_354 &amp; GenderBiasedLaws…,0.0,0.0,Neutral
1007,Sunderpanjnani1,":   Lakhs of male in our country face FalseRape_DV_498A_125_cases 
Request all Judiciary will…",0.1,0.0,Neutral
1008,Sunderpanjnani1,": When it comes to 98,000plus Men suicides each year in India. 

GenderBiasLaws FakeCases MenToo ",0.0,0.0,Neutral
1009,Amolpatil786,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
1010,ScepticalSatan,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
1011,samuel_dcosta,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
1012,AlexaGNovak1,: Society reacting to the trial: abusehasnogender view Deppvsheard mentoo DomesticViolence jamesfranco cheating meto…,0.0,0.0,Neutral
1013,jcbOFlarity,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
1014,ElianeModa_,_sophya: _       …,0.0,0.0,Neutral
1015,chethan36596772,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
1016,MRASRAVI1,": When it comes to 98,000plus Men suicides each year in India. 

GenderBiasLaws FakeCases MenToo ",0.0,0.0,Neutral
1017,rajjoseph5,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
1018,bkayvanwinkle,": Just as you said ""SHE KNOWS ITS OVER!"" 
AmberHeardIsAHusbandBeater 
AmberHeardDeservesPrison 
AmberTurd 
AmberHeardI…",0.0,0.0,Neutral
1019,shankarmore28,": When it comes to 98,000plus Men suicides each year in India. 

GenderBiasLaws FakeCases MenToo ",0.0,0.0,Neutral
1020,Mansur920,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
1021,TheInvi80692073,: AmberHeardIsNotAlone as we can see in this strikingly similar story. This man loved his partner and ignored all the emot…,0.6000000000000001,0.35,Positive
1022,TheInvi80692073,":  So Very True!!!
MenToo 
AbuseHasNoGender",0.8450000000000001,0.888671875,Positive
1023,Mohitsharma4,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
1024,SOFT82420075,"  Lakhs of male in our country face FalseRape_DV_498A_125_cases 
Request all Judiciary will focus on  those ppl who use women laws as weapon for their personal vendetta

MenToo suffering on FalseCases 

      _",0.2,0.0,Neutral
1025,SuperSecretSpyV,: AmberHeardIsNotAlone as we can see in this strikingly similar story. This man loved his partner and ignored all the emot…,0.6000000000000001,0.35,Positive
1026,CMA_AMITPARMAR,": When it comes to 98,000plus Men suicides each year in India. 

GenderBiasLaws FakeCases MenToo ",0.0,0.0,Neutral
1027,irronnmann,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
1028,wisehussein,": When it comes to 98,000plus Men suicides each year in India. 

GenderBiasLaws FakeCases MenToo ",0.0,0.0,Neutral
1029,PeriodDramaPlz,: Society reacting to the trial: abusehasnogender view Deppvsheard mentoo DomesticViolence jamesfranco cheating meto…,0.0,0.0,Neutral
1030,Farmor88,": AmberHeardIsNotAlone and the sun agrees, this man refused to talk about the abuse he received during his relationship. T…",0.0,0.0,Neutral
1031,YogeshS53066395,": When it comes to 98,000plus Men suicides each year in India. 

GenderBiasLaws FakeCases MenToo ",0.0,0.0,Neutral
1032,amitshah99,": When it comes to 98,000plus Men suicides each year in India. 

GenderBiasLaws FakeCases MenToo ",0.0,0.0,Neutral
1033,shashwatDarshan,": When it comes to 98,000plus Men suicides each year in India. 

GenderBiasLaws FakeCases MenToo ",0.0,0.0,Neutral
1034,S66623164Sachin,": When it comes to 98,000plus Men suicides each year in India. 

GenderBiasLaws FakeCases MenToo ",0.0,0.0,Neutral
1035,Amit16851728,": When it comes to 98,000plus Men suicides each year in India. 

GenderBiasLaws FakeCases MenToo ",0.0,0.0,Neutral
1036,wilfredarambhan,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
1037,Rakesh82973205,": When it comes to 98,000plus Men suicides each year in India. 

GenderBiasLaws FakeCases MenToo ",0.0,0.0,Neutral
1038,padvi_saurabh,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
1039,xXxTankGirlxXx,": Catch me at San Diego Comic Con protesting Amber Heard still not being fired from Aquaman 2
_Con …",0.5,0.25,Positive
1040,milliondreams25,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
1041,Xochitl73285101,_sophya: _       …,0.0,0.0,Neutral
1042,KarmisHull,"   I did my research and I understand Levi did not side with AH, but this trial needed to be televised to show the world the truth that JD was the true victim here &amp; to wake people up that men can be DV victims too.  Got that?  JohnnyDeppKeepsWinning AmberHeardlsAnAbuser MenToo",0.35000000000000003,0.13749999999999998,Positive
1043,aalu_bhata,": When it comes to 98,000plus Men suicides each year in India. 

GenderBiasLaws FakeCases MenToo ",0.0,0.0,Neutral
1044,priyank004," One of the main reason for a divorce is when men refuses to follow the dictatorship of a women, and show he has a backbone, rest are just obeying the orders equity equal_law MenToo discrimination injustice",0.3333333333333333,0.16666666666666666,Positive
1045,Bnyamin84221438,: AmberHeardIsNotAlone this mans wife also abused her husband and get away with it until he finally sought help after bein…,1.0,0.0,Neutral
1046,MaheshShinde86,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
1047,Krishthefighter,": When it comes to 98,000plus Men suicides each year in India. 

GenderBiasLaws FakeCases MenToo ",0.0,0.0,Neutral
1048,Menrights10,": When it comes to 98,000plus Men suicides each year in India. 

GenderBiasLaws FakeCases MenToo ",0.0,0.0,Neutral
1049,MaheshShinde86,": When it comes to 98,000plus Men suicides each year in India. 

GenderBiasLaws FakeCases MenToo ",0.0,0.0,Neutral
1050,NileshMadhani5,": When it comes to 98,000plus Men suicides each year in India. 

GenderBiasLaws FakeCases MenToo ",0.0,0.0,Neutral
1051,ChiragMRA,"When it comes to 98,000plus Men suicides each year in India. 

GenderBiasLaws FakeCases MenToo ",0.0,0.0,Neutral
1052,MeToo_MenToo,"MeToo MenToo Depp v Heard Trial Analysis Photobook - getting there slowly, despite Covid! _MenToo ",0.39999999999999997,-0.37500000000000006,Negative
1053,lakshyab95,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
1054,ketank090,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
1055,JamesShala1,Society reacting to the trial: abusehasnogender view Deppvsheard mentoo DomesticViolence jamesfranco cheating metoo society johnnydepp reaction video toxicrelationship boycottaquaman2 culture ,0.0,0.0,Neutral
1056,Stand4M,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
1057,ComputeBlu,": Just as you said ""SHE KNOWS ITS OVER!"" 
AmberHeardIsAHusbandBeater 
AmberHeardDeservesPrison 
AmberTurd 
AmberHeardI…",0.0,0.0,Neutral
1058,Mandar_240Bhp,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
1059,katraven06,: AmberHeardIsNotAlone as we can see in this strikingly similar story. This man loved his partner and ignored all the emot…,0.6000000000000001,0.35,Positive
1060,GauravSha_2502,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
1061,ClassyCassieM,"Just as you said ""SHE KNOWS ITS OVER!"" 
AmberHeardIsAHusbandBeater 
AmberHeardDeservesPrison 
AmberTurd 
AmberHeardIsAnAbuser 
AmberHeardIsALiar 
JohnnyDeppIsASurvivor 
JohnnyDeppKeepsWinning 
JohnnyDeppWillWinAgain 
MenToo
TruthWins
NeverFearTruth ",0.0,0.0,Neutral
1062,sarapunky,_Beckett: Jealous celebs like Levi whining about attn given to Johnny Depp getting his life back after physical &amp; financial abuse…,0.047619047619047616,0.0,Neutral
1063,SKSoni1957,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
1064,ind_ayush,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
1065,monkatprogress,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
1066,VIRGILFRAZIER20,"
Just like politicians in the US this Japanese politician blames Men and ""Nature"" for her country's problems. Basically saying men don't menstruate or give birth or can breastfeed so we're ignorant and don't understand. MenToo have issues &amp; concerns to",0.0,0.0,Neutral
1067,katraven06,: AmberHeardIsNotAlone this mans wife also abused her husband and get away with it until he finally sought help after bein…,1.0,0.0,Neutral
1068,DeppsRelatives_,_sophya: _       …,0.0,0.0,Neutral
1069,KP_Agnihotri,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
1070,AngelaBethMoore,"When a man is abused by a woman

They shame him.

When a woman abuses a man

They make excuses for her.

Here's the point.

You will never keep men safe unless you hold women responsible for their own actions too.
MenToo 
JohnnyDeppIsASurvivor
AmberHeardIsAnAbuser",0.6833333333333332,0.4333333333333333,Positive
1071,JoannaIsBack16,"   I can’t have mentoo on my posts so I gotta block you. But never said it doesn’t happen, said the studies show when a man hits or hits back the victim is more likely to be injured or die. That is directly from the study all of you keep posting.",0.39,0.10500000000000001,Positive
1072,NitinMa29547922,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
1073,JamesShala1,Exclusive: Amber Heard and Cara Delevigne kissing AmberHeard CaraDelevingne kissing cheater Hollywood celebrity AquamanAndTheLostKingdom mera boycottaquaman2 hoax metoo video AbuseHasNoGender johnnydepp society media view gossip mentoo DomesticViolence ,0.0,0.0,Neutral
1074,Ravisha24193163,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
1075,fooserchic79,This is so heartbreaking. It shouldn't be this way at all. MenToo ,0.0,0.0,Neutral
1076,13844502x4x,"  Hopefully JDs win will help men going forward.. TruthWins MenToo 

JohnnyDeppWillWinAgain",0.4,0.8,Positive
1077,dickwarlock13,: AmberHeardIsNotAlone this mans wife also abused her husband and get away with it until he finally sought help after bein…,1.0,0.0,Neutral
1078,cpramkrishna,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
1079,PatriciaFragale,": AmberHeardIsNotAlone and the sun agrees, this man refused to talk about the abuse he received during his relationship. T…",0.0,0.0,Neutral
1080,saswath18,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
1081,MiikaKelly,": AmberHeardIsNotAlone and the sun agrees, this man refused to talk about the abuse he received during his relationship. T…",0.0,0.0,Neutral
1082,Lionidas_1,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
1083,1Common_Indian,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
1084,BlisteringBarn1,: AmberHeardIsNotAlone this mans wife also abused her husband and get away with it until he finally sought help after bein…,1.0,0.0,Neutral
1085,55_sophya,"_        _apg Her lies can no longer be assimilated, even by her supporters Turd's . Mr  Depp is innocent,he  told The Truth. She was abusive and we've all seen it in thousands of live recordings! JusticeForJohnnyDepp
DeppHeart❤️
MenToo
AmberHeardIsALiar AmberHeardIsAPsycopath",0.5,0.17045454545454544,Positive
1086,Mmanoharchauhan,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
1087,S66623164Sachin,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
1088,ProudTX73,"This is a very educational channel for MarilynManson supporters. 
MarilynMansonIsInnocent mentoo

NEW EVIDENCE exposes EVAN RACHEL WOOD's HOAX proving MANSON is innocent!  via ",0.49318181818181817,0.3621212121212121,Positive
1089,Kumar18341839,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
1090,ChildReviewSAT,_z6:  χμμ need to make firms limit their profits a bit.. especially the ones run by a woman CEO..mentoo  …,1.0,0.0,Neutral
1091,AnilKumar6786,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
1092,SivSan29,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
1093,shilpzg,": You May Like Him, Hate Him

But Thank You RanveerSingh For Exposing The Hypocrisy Of GenderBiasedLaws In India 

Voi…",0.9,-0.8,Negative
